Organization - Name
Maa Harsiddhi Infra Developes Pvt Ltd
Gokul Precast Industries
Sarda Energy and Minerals
Venkatesh Ispat
Ispat Sales
Maruti Fabtech
Vijaya Engineerings
Orbittal
IED Infrastructure Pvt Ltd
OGN Power and Infra Pvt Ltd
"Suzlon Energy Ltd, Pune"
Adani Green Energy Ltd
Sprint engineering consultants ltd.
DIVIT ENERGY
Kwale Genco FZE
Omkar Metal and Alloys Corporation
Atmastco Ltd
Bridge and Roof Tracks
Stelmec Ltd
"Larsen & Toubro Ltd, WET Divn"
KEI Industries Ltd
Prakruthi Energy Solutions Pvt Ltd
Srex Power Pvt Ltd
Power Grid Corporation of India Ltd
JSK Corporation Pvt Ltd
Continual Renewable Energy Pvt Ltd
ReNew Power Pvt Ltd
S&S Electricals
Shree Tech Data Ltd
Lakshya Projects
GSP Infrastructure Pvt Ltd
Associated Construction Company
AB Infra Solutions Pvt Ltd
Four EF Constructions
Siemens India Ltd
Sahyadri Enterprises
Sepcol Engineering India Pvt  Ltd
Ecoren Energy India Pvt Ltd
Vivid Renewables Pvt Ltd
"BNC Power Projects Ltd, Pune"
Integrum Energy
Baba Guptinath Construction
Hisun Green Power Pvt Ltd
Asiatic Traders
Shree Ramdevji Krupa Constructions
Ujala Transmission Pvt Ltd
Dayal Hitech Engineers Private Limited
AnandShree Renewable Energy LLP
Emergible Consulting Services
"Winsol Engineers Ltd, Gujarat"
Powercon Ventures India Pvt Ltd
Pilcon Engineering
Kerala State Electricity Board Ltd
"Bharat Heavy Electricals Ltd, Noida"
"Kerala State Electricity Board , South"
OLEX Projects Pvt Ltd
Estim Construction Company Limited
The Tata Power Co Ltd
Bharat Heavy Electricals Ltd - TBG Divn.
Ace International
Power Globe General Trading LLC
Laga Cepower Limited
Sparkdel Infra Private Limited
Cosmic Electrical Engineering Associates P. Ltd.
Central Electrical International Limited
Power Magic Electrical Contractors and Suppliers Ltd
Power Magic Electrical Contractors and suppliers Ltd
Blue Crane Communication
Gujarat Energy Transmission Corporation Limited
Sarowor Group
Leadcom Uganda Limited
Saai Kruppa Industrial Services
Ilios Power
PSK Infracontract Private Limited
Darshdip Industries
Ethan Power Pvt Ltd
Integer Infratech Pvt Ltd
Marc Electro Infra Pvt Ltd
Narmada Electricals
Shiv Shakti Electrical And Construction
Alghanim Combined Group
MUSTAK BELI Education Consulting And Trading Company
Vector Group Pvt. Ltd.
Hedges Sales
KO KO MYINT International Co Ltd
Jiya Infrastructures and Services Pvt. Ltd.
Sabina Kazphosphate LLP
Iconic Electric Power Pvt Ltd
Baran Telecom Networks
Al Rawnaq International Ent. LLC
Sarjan Infra
Rutva Electricals
KSB Mil Controls Ltd
GSS Electrical and Enterprise
MKS Engineering
CENTRAL ELECTRICALS INTERNATIONAL LTD
Damey Construction Company Limited
Powergen Technologies Ltd
Electropath Services (India) Pvt Ltd
"Polyphase Systems Ltd,"
BLRS Engineering and Energy Services Pvt Ltd
"M/s. GKS Group, GKS Annexe"
Sri Vishnu Power Infra
Gold and tree FZCO
SIGMA CON.(P) LTD
POWERCHINA SEPCO1
Emco Swithcgear Pvt Ltd
RR Durafabs Pvt Ltd
Kauther Energy & Service LLC
Ezeetec Limited
Carborundum Universal Ltd
Manah Dynamics Private Limited
Urban Mind Infra
MBH Power Pvt Ltd
Tirupati Sales Corporation
STS Infracon Pvt Ltd
Kapilansh Dhatu Udyog Pvt Ltd
AB Corporation
Om Power Transmission Pvt Ltd
Genret Energy Solutions Pvt Ltd
MKC Infrastructure
Kailashnath Infrastructure Pvt Ltd
SPL RMC (JV) - Mr. Martin Varghese
IKE Electric Pvt Ltd
Shree Collection
Ontogeny Engitech Pvt Ltd
TP Western Odhisha Distribution Ltd (TPWODL)
AGSM Energy Pvt Ltd
ACE Renewtech Engineering Pvt Ltd
"Larsen & Toubro Construction, PT&D Divn."
Hero Future Energies Pvt Ltd
URJA Group
Mahindra Susten Pvt Ltd
Apurba Transcon Pvt Ltd
Rajesh Power Services Pvt Ltd
"Ashoka Buildcon Ltd, Nashik"
SMS Ltd
"KVGGN Synergy Pvt Ltd, KVGGN Synergy Pvt Ltd, KVGGN Synergy Pvt Ltd"
Apar Industries Ltd
ICOMM Tele Ltd
Kalpataru Power Transmission Ltd
Calspark Engineers
A K Das Associates Ltd
GridCraft Energy Pvt Ltd
M/s Power Mech Projects Limited
Om Infra Ltd
Jakson Ltd
"Jakson Ltd, Noida"
ACME Cleantech Solutions Pvt.Ltd
Kanohar Electricals Ltd
"Siemens Ltd, Gurgaon"
Mangal Electrical Industries Pvt Ltd
Varsha Solar Electric
"Siemens India Ltd - PT&D Division, Gurgaon"
Anaya Sales
Shivam Electricals
Jyoti Engineering Works
Bhageria Green Energy Solutions Pvt. Ltd
"Techno Electric & Engineering Co. Ltd, Kolkata"
Sudheer Infrastructure Pvt Ltd
"Larsen & Toubro Ltd, Chennai"
Siddhanta Power And Engineering Pvt. Ltd.
A. K. Infra Project Pvt Ltd
Golden Non  Conventional Energy Systems Pvt Ltd
Surabi Windfarms Technologies Pvt Ltd
KS Wind & Renewables India Pvt Ltd
Hi Tech Transpower Pvt Ltd
Kapilansh DHatu Udyog Pvt Ltd
Ion Exchange (India) Ltd
Maatalli Infrastructures
Sikha Electric Stores
Cabcon India Ltd
MS Construction Company
MSC Infraventure Pvt Ltd
RND Industrial Solution Pvt Ltd
Kiran Engineering and Works
Renukaa Trans Infra Pvt Ltd
Golden Non  Conventional Energy Systems Pvt Ltd (copy)
BA Prerna
Sesola Power Projects Pvt Ltd
Sky Engineering and Contractors
Onix Renewable Ltd
GTPRO Energy Infra (OPC) Pvt Ltd
VC Green Energy Pvt Ltd
Sneha Vidyuth Udyogs Pvt Ltd
Esskay Electricals Pvt. Ltd.
Gridnity India Pvt Ltd
Texmaco Rail & Engineering Ltd
Akash Constructions
PVR Powercon Pvt Ltd
Sampark Infrastructure Pvt Ltd
"Megha Engineering & Infrastructures Ltd, Hyderabad"
"Megha Engineering & Infrastructures Ltd, Hyderabad (copy)"
MGM Minerals Ltd
Hartek Power
Royal Construction Company Pvt Ltd.
Innovate Engineering Co. Ltd
Meridian Sales & Services Ltd
Giza Cable Industries
Volt-Age Infra Pvt Ltd
SMS India Ltd
Salasar Techno Engineering Ltd
International Consolidated Contractors
Oasis Energy Solutions LLP
Esskay Electricals Pvt. Ltd
Pluto Electrotech
LUSAKA TELECOM
Mavin Switchgears & Control Pvt Ltd
Buddham Builders Pvt Ltd
Toshiba Transmission & Distribution Systems (India) Pvt Ltd
ELEMECH ENGINEERING PVT LTD
FEROX TRADING LIMITED
"Hartek Power, Punjab"
Inventive Software Solutions Pvt Ltd
"Sterling and Wilson Pvt Ltd, Kolkatta"
MD Transcon Pvt Ltd
Angelique International Ltd
Madhya Pradesh Power Transmission Co. Ltd
Prakash Elecctrical Engg Corporation
Sugs Lloyd Pvt Ltd
Maha Active Engineers India Pvt Ltd.
Rajesh Power Services Ltd
"NCC Ltd, Hyderabad"
Haryana Vidyut Prasaran Nigam Ltd
Kishore Infrastructure Pvt Ltd
Hitachi Energy India Ltd (copy)
Transelectric Infrastructure Pvt Ltd (copy)
Saami Engineering (copy)
Maa Harsiddhi Infra Developes Pvt Ltd (copy)
BA Prerna (copy)
Swastika Traders
Volt-Age Infra Pvt Ltd (copy)
Global Agencies
Sarjan Realities Ltd (copy)
TP Central Odisha Distribution Ltd (TPCODL) (copy)
Bordoisila Power and Infra Pvt Ltd
Serentica Renewable Pvt Ltd (copy)
Sharvari Electricals (copy)
Ecoren Energy  India Pvt Ltd (copy)
"Larsen & Toubro Ltd, Chennai (copy)"
Newzen Green Energy India Pvt Ltd (copy)
LC Infra Projects Pvt  Ltd (copy)
TP Northern Odisha Distribution Ltd (copy)
Hightension Switchgears Pvt.Ltd (copy)
Maa Gayatri Associates
Parvati and Associates (copy)
Coronet Engineers Pvt Ltd
India Infratech
Tesla Transformers Ltd (copy)
Hero Future Energies Pvt Ltd (copy)
RS Power System Pvt. Ltd.
Simms Engineerring Pvt Ltd (copy)
"JSW Renew Energy Ltd, JSW Neo Energy Ltd (copy)"
"Kshema Power and Infrastructure Pvt.Ltd, Chennai (copy)"
Vivid Renewable Pvt Ltd - Mr. Sunil (copy)
SRVS Solars Private Limited (copy)
RR Engineers and Surveyors (copy)
SK Mohapatra
Ashoka Buildcon Ltd (copy)
InSolare Energy Ltd (copy)
JSW Neo Energy Ltd (copy)
Alpha Devraj Renewable Energy LLP (copy)
"TS Wind Power Development, Pune (copy)"
Wind World (INDIA) Ltd (copy)
Texmaco Rail & Engineering Ltd (copy)
Opera Energy Pvt Ltd (copy)
"MSC Infraventure Pvt Ltd, MSC Infraventure Pvt Ltd, MSC Infraventure Pvt Ltd"
NB-Tron-Engineers (copy)
TP Vardhaman Surya Ltd
ICOMM Tele Ltd (copy)
Axis Energy Solution and Infrastructure (copy)
Ek Infrastructure (copy)
Inergy Infra Pvt Ltd (GR Greenlife)
Nagul Power Developers Pvt Ltd (copy)
"Powerica Ltd, Mumbai (copy)"
Sneha Vidyuth Udyogs Pvt Ltd (copy)
HP Electrical Contractor (copy)
Siddhartha Engineering Ltd (copy)
"Techno Electric & Engineering Co. Ltd, Kolkata (copy)"
Ideas Electricals & Engineers Pvt Ltd (copy)
Badri Rai and Co
Maha Active Engineers (I) Pvt Ltd (copy) (copy)
Lumino Industries Ltd (copy)
Bajel Projects Ltd (copy)
Stelmec Ltd (copy)
Kintech Synergy (P) Ltd (copy)
Ztric India Pvt Ltd (copy)
Vivid Renewables Pvt Ltd (copy)
Megha Engineering & Infrastructures Ltd (copy)
Manyata Enterprises
RND Industrial Solution Pvt Ltd (copy)
Everrenew Energy Pvt Ltd (copy)
DSK Electricals
Mahabala Energy LLP (copy)
Meera Corporation (copy)
Bihar State Power Transmission Company Ltd (copy)
Cabcon India Ltd (copy)
Om Power Transmission Pvt Ltd (copy)
Ramalingam Construction Company Pvt Ltd (copy)
"Siemens India Ltd - PT&D Division, Gurgaon (copy)"
"Powerica Ltd, Mumbai"
URC Construction (copy)
Flowmore Ltd (copy)
Golden Non  Conventional Energy Systems Pvt.Ltd (copy)
Hitachi Energy Ltd (copy)
Gepdec Infratech Ltd
KS Wind & Renewables India Pvt Ltd (copy)
Amplus KN One Power Pvt Ltd (copy)
Sri Siva Sai Enterprises
Posana Energy Pvt Ltd
Shridhar Infratel Pvt Ltd (copy)
Foster Energy Pvt Ltd (copy)
Kailash Electropower LLP
JSW Renew Energy Ltd (copy)
Elemech Engineering Ltd. (copy)
Spren Energy (copy)
Sri Keerthi Projects Pvt Ltd (copy)
Sudheer Infrastructure Pvt Ltd (copy)
Skipper Limited (copy)
Indero Metals
Sigma Con. Pvt Ltd
Aishwarya Enterprises
Shyam Indus Power Solutions Pvt Ltd
Jasbro Corporation Trading & Contracting
Skipper Limited
Nagul Power Developers Pvt Ltd
"K P Energy Ltd, Surat"
ReNfra EnerGy India Pvt Ltd
Hi Tech Transpower Pvt. Ltd.
Meera Corporation
JSW Renew Energy Ltd
Fakhri Steels
Siemens Ltd
Foster Energy Pvt Ltd
"BNC Power Projects Ltd, Noida"
Balaji Electricals
Golden Non  Conventional Energy Systems Pvt.Ltd
M/s. Ishwari Engineers
"Odisha Power Transmission Corp. Ltd, Bhubaneswar"
Sri Keerthi Projects Pvt Ltd
Shridhar Infratel Pvt Ltd
Hyper Green Renewable Energy Pvt Ltd
Safety Controls & Devices Pvt Ltd
Ztric India Pvt Ltd
Arnav Electricals
"Kanti Prasad Mittal, Uttarpradesh"
Hitachi Energy
"Kerala State Electricity Board , North"
Civet Projects Pvt Ltd
Alagarsamy Power Constructions Pvt Ltd
E to E Rail Transportation Infrastructure Ltd
HEFT Energy Pvt Ltd
My Power Plant
Primul Infra
"PRV Constructions Pvt Ltd, Chennai"
"Zetwerk Enterprise, Bengaluru"
"Sharvari Electricals, Aurangabad"
Wind World (INDIA) Ltd -
Siddhartha Engineering Ltd
"Siemens Ltd, Kolkata"
"Ecoren Energy  India Pvt Ltd, Hyderabad"
Vivekanand Projects LLP
Shri Electricals and Mitcall Udyog
Bansal Construction and Engineering
"Kshema Power and Infrastructure Pvt.Ltd, Chennai"
Maha Active Engineers (I) Pvt. Ltd
"Kshema Power and Infrastructure Pvt Ltd, Chennai"
Flowmore Ltd
Vensar Constructions Company Ltd
"Toshiba Transmission & Distribution Systems (India) Pvt Ltd, Hyderabad"
Wind World (INDIA) Ltd
M/S Jagabandhu
Jay Electrical Contractor And Suppliers
"GE T & D India Ltd, Noida"
PMR Construction Company
Maharashtra Metal Distributors
Central Electricals International Limited
Shyam Indus Power Solutions Pvt. Ltd
UIC Udyog Ltd.
E To E Transportation Infrastructure Pvt Ltd
Gridster Engineers India Pvt Ltd
Spren Energy
Sinduni Projects Pvt Ltd
Fourth Partner
Sunelec Infra LLP
B S Constructions
MMR Energy & Co
RVR Projects Pvt Ltd
KP Energy Ltd
Palms Re Power Solutions Maharashtra Pvt Ltd
JSW Renewable Ltd
Radhey Electricals
Concise Engineering Solutions Pvt Ltd
"Odisha Power Transmission Corp. Ltd, Bhubaneswar - Senior General Manager (C.P.C)"
Renew Power Pvt Ltd
Central Electricals International Limited (copy)
"STS Infracon Pvt Ltd, Gurgaon"
Tata Power Renewable Energy Ltd
Almighty Green Energy Pvt. Ltd.
DCS Ltd
Everrenew Energy Pvt Ltd
"Harshada Enterprises, Harshada Enterprises"
MUNDRA PETROCHEM LTD
Eastern Pilling and Construction Pvt Ltd
Krishna Power Construction
Four Square Green Energy Pvt Ltd
Stanza Power Control Pvt. Ltd.
Argeear Bros Agencies
Indero Metals Pvt Ltd
Volcur Electrix Pvt Ltd
Dorman Engg Pvt Ltd
"Kalpataru Power Transmission Ltd, Mumbai"
"Adani Green Energy Ltd, Adani Green Energy Ltd"
Kapish Power Construction Pvt Ltd
V.V. Infratech
Madhav Infra Projects Ltd
"Solarera Green Renewables Pvt Ltd, Solarera Green Renewables Pvt Ltd"
Integrated Induction Power Ltd
Rajpoot Associate
"Welspun Energy Ltd, Delhi"
Shiralee Electricals
AK Das Associates Limited
Namo Steel & Engg. Pvt Ltd
Siemens Energy
Super Construction
"Techno Electric & Engineering Co. Ltd, Kolkata, Techno Electric & Engineering Co. Ltd, Kolkata"
Rashmi Group Orissa Metaliks Pvt Ltd
ASC Infratech Pvt Ltd.
Krushnam Infrastructure
Teren Power Pvt Ltd
"Sterling and Wilson Pvt Ltd, Noida"
Adani Group Energy Vertical
Leena Powertech Engineers Pvt Ltd
Agrawal Infrabuild Private Ltd
Weltech Engineers & Consultants
Encorp Powertrans Pvt Ltd
"Sorigin RE Services Pvt Ltd, Pune"
Larsen & Toubro Ltd - Power IC
Blue Star Ltd
Gewis Renew Power Pvt Ltd
Agrawal Industries
P S Marine Pvt Ltd.
New Era EPC Solutions
Suncity Urja Pvt Ltd
"Manipal Energy & Infratech Ltd, Manipal"
Zetwerk Enterprise
PowerChina Sepco 1 Electric Power Construction Co. Ltd
"Bajel Projects Ltd, Bajel Projects Ltd"
Electro Control Systems
Maverik Facility Management Pvt Ltd
Power Engineers
Hitachi Energy India Pvt Ltd
Supreme Switchgears & Transformers Pvt. Ltd.
Akash Dwivedi
PINNACLE ENGINEERING SOLUTIONS (India) Pvt. Ltd.
Fortress Envira Climate Change Technology Pvt. Ltd
M/s. Srihari Constructions
Essel Projects Pvt. Ltd.
Bhuvaneshwari Electricals and Contractor
Esskay Electricals Pvt.Ltd
BL Enterprises
Sailabala Associates
Gurukripa Construction
RS Infraprojects Pvt Ltd
Essel Project Pvt Ltd
Tata Projects Ltd
Aditya Birla Renewables Ltd
Raychem RPG (P) Ltd
"Reliance Elektrik Works, Ghaziabad"
Sushi Powertech
Dineshchandra R Agrawal Infracon Pvt Ltd
"Hartek Power Pvt Ltd, Hartek Power Pvt Ltd"
Ransun Infracon Pvt Ltd
"Gepdec Infratech Ltd, Noida"
Amarbhaw Power Pvt Ltd
MSKP Infratech Pvt Ltd
NKC Projects Pvt Ltd
"RS Infraprojects Pvt. Ltd, RS Infraprojects Pvt. Ltd"
ECS Industries Private Limited
Ahuja Projects And Services Pvt Ltd
Karnimata Construction Company
Universal MEP Projects & Engineering Services Ltd.
Continuum Wind Energy Ltd
Suzlon Global Services Ltd
"Continuum Wind Energy Ltd, Mumbai"
Ardee Engineering Pvt Ltd
Alpha Devraj Renewable Energy LLP
Ryan Alloys Pvt Ltd
Alekh Bharati Constructions Pvt Ltd
"Angelique International Ltd, Angelique International Ltd"
Anand Electricals
M/s Deepana Electricals & Consultancy
DEV Electricals
Kalpataru  Power Transmission Ltd
PSH Infra Tech. Pvt. Ltd
"Sterling and Wilson Pvt Ltd, Kolkata"
Sai Rakavi Electricals
"Tesla Transformers Ltd, Bhopal"
CMRM Infraa Engineering Pvt Ltd
Transrail Lighting Ltd
"Elite Control Systems LLP, Hyderabad"
"Leap Green Energy, Coimbatore"
Makizhmathi Engineering
Gentari
EKK Infrastructure Ltd
Current Infraprojects Pvt Ltd
WandSe Solutions India Pvt Ltd
Ek Infrastructure
Simms Engineering Pvt Ltd
Oriano Clean Energy Pvt. Ltd.
Bilmat Engineering Private Limited
Uttar Pradesh Power Transmission Corporation Ltd
Bharat Heavy Electricals Ltd
"Srex Power India Pvt Ltd, Noida"
Enrich Energy Pvt Ltd
PVR Projects & Infrastructure Pvt Ltd
Rajasthan Hybrids Pvt Ltd
Rukmini Electricals
Universal Cables Ltd
Vedika Techno Associates
Motherson Global Manufacturing Services
"Siemens Ltd., Mumbai"
Dharani Projects
Neha Constructions
Green En Solutions Private Limited
Tejashree Electricals
Powersol Engineers and Consultants Pvt Ltd
Powertrac Engineers Pvt Ltd
Impedance Electrical Power Pvt Ltd
Empowertrans Pvt Ltd
S. D. Harpale
Maven Automation
Mother Powerhouse Pvt Ltd
Unicorn Engitech
M/s Regalis Energy Pvt Ltd
Vatsplus Infratech Pvt Ltd
Shreeji Electricals
"Montecarlo Ltd, Ahmedabad"
"L&T Construction, Ahmedabad"
GPI Projects Private Limited
Suresh Techno Electric (India) LLP
"Potaliya Enterprises Pvt. Ltd, Jaipur"
Energy Solutions Pvt Ltd
H.G. Infra Engineering Ltd
Vaibhavi Electricals and Infra Pvt Ltd
Cals Renewable Energy India Pvt Ltd
Powertech Constructions Pvt Ltd
Ramalingam Construction Company Pvt Ltd
Windplus Eagle Power Pvt Ltd
P J Joseph & Co
NIRT Renewable Energy Pvt Ltd
Maharaja Construction
Zelestra India EPC Ltd Pvt Ltd
Manikanta Power Projects
BSR Infratech India Ltd
Genisys Engineers & Contractors
Hild Projects Pvt Ltd
"PVR Projects & Infrastructure Pvt Ltd, Hyderabad"
Maa Mahamaya Industries Ltd
G N Electricals
Dhariwal Building Ltd
"GVPR Engineers Ltd, Hyderabad"
Clariant Power Systems Ltd
Nalanda Engicon Pvt Ltd
Srex Power India Pvt Ltd
Vindhya Telelinks Ltd
JK Electric Contractor LLP
JSP Projects Pvt Ltd
Success Electrical and Engineering
Volt-Paradise Technology & Services Pvt Ltd
Iravan
Arken Solutions Pvt Ltd
Vibjuti Infra Tech
Suyogurja Pvt Ltd
Yeshaswi Electricals & Engineers Pvt Ltd
Core Energy Systems Pvt Ltd
R. K. Engineering Services
Sky Steel and Power Pvt Ltd
SRVS Solars Private Limited
Winfra Buildtech Pvt Ltd
Agrawal Infracab Pvt Ltd
South Bihar Power Distribution Company Ltd
Hitachi India Pvt Ltd
Enerture Technologies Pvt Ltd
Green En Solutions Pvt Ltd
Teerth Power & Infrastructure Pvt Ltd
nuGlade Group of Companies
Wattkart
"BPCL, Bina Refinery"
"Dasa Infra Systems Pvt Ltd, Chennai"
"Manipal Energy & Infratech Ltd,"
Ayana Renewable Power Pvt Ltd
"IKE Electric Pvt Ltd, Pune"
Lakshmi Transcon Pvt Ltd
A. K. Infra Projects Pvt Ltd
Simms Engineerring Pvt Ltd
Suryansh Power Infra Pvt Ltd
ABB Pte Ltd
"KVGGN Synergy Pvt Ltd, KVGGN Synergy Pvt Ltd"
Chaitanya Power Engineering and Services
Akshar Elecinfra Pvt Ltd
Sprexo International
Indexel Engineering Pvt Ltd
Telmos Electronics
Suresh Techno Electro (India) LLP
Aries Engineering Company
Aastha Solar
Mithra Power Solutions
Everrenew Energy Pvt ltd
Shri Vaari Electricals Pvt Ltd
Creative Power Engineering Pvt Ltd
Enerparc Energy Pvt Ltd
Sunfan Energy Pvt Ltd
Larsen & Toubro Construction
Aventrus Enterprises LLP
SSK Construction
O2 Power Pvt Ltd
Fesren Energy Pvt Ltd
Sree Krishna Power Engineering & Consultancy Pvt Ltd
"KMV Projects Ltd, Hyderabad"
Nimbalkar Infra Projects Pvt Ltd
Perfect Metal Industries
GS Products India
APM Projects Pvt Ltd
"Enrich Energy Pvt Ltd, Pune"
Clean Max
Sangreen Future Renewables
Bothe Windfarm Development Pvt Ltd
Pinnacle Engineering Solutions (India) Pvt Ltd
Dilip Buildcon Ltd
Atharva Enterprises
Lanoviz Security Solutions Pvt Ltd
Sharavathy Conductors Pvt Ltd
Ingro Energy Pvt Ltd
Pamchesta Services Pvt. Ltd.
GAJA Engineering Pvt Ltd
"Ion Exchange (India) Ltd, Mumbai"
Excelsource International Pvt Ltd
Pluto Electrotech Wardha
Ithal Engineering Groups
Batliboi Renewable Energy Solutions Pvt Ltd
Enerfra Projects (I) Pvt Ltd
ASA Electro Power Systems Pvt. Ltd.
POWERCHINA SEPCO 1 Electric Power Construction Co. Ltd - Mr. Ajay Pratap Singh
Derm Group (T) Ltd
"Siemens Ltd, Kolkata - Mr. Koushik Das"
Sterlite Power Transmission Ltd
Mohan Energy Corporation Pvt Ltd
Ashtech Industries Pvt Ltd
Emotions Transmission Pvt Ltd
International consolidated contractors
Delta Electricals Limited
Almeer Technical Services Co. W.L.L
Dar Al-Ahmadi Establishment
Lloyd Insulations
Rousant International Ltd
International Energy Technik Ltd
"Suresh Techno Electro (India) LLP, Jabalpur"
Powerchina SEPCO I
Ferox Trading Limited
Absolute Projects India Ltd
Dazbog Power Pvt Ltd
Olivesuniverse Energy PVT LTD
"Hyosung T&D India Pvt Ltd, Gurgaon"
LC Infra Projects Pvt Ltd
ALFANAR Power Private Limited
Elemech Engineering Ltd.
Enertech Group
Emco Switchgear Pvt. Ltd.
Pavicon Group
Konstelec Engineers Ltd
SD Renewables
Aditya Impex and Technologies
Himachal Pradesh State Electricity Board Ltd
Siemens Energy India Ltd
RN Industrial Electricals Pvt Ltd
P Chandra Reddy & Co.
Omkar Electricals
Modern Transformers Pvt Ltd.
Alpha TND Pvt. Ltd.
Tata Projects Limited
"Ethos Power Private Ltd, Gurgaon"
Dineshchandra R Agarwal Infracon Pvt Ltd
Powertech Engineers
"Sharika Enterprises Ltd, Noida"
Aparna Renewable Energy Sources Pv Ltd
R S Infrastructures
Galaxy Infra & Engineering Pvt Ltd
SPML Infra Ltd
KVAR Electricals
Alfanar Power Pvt Ltd
Sai Babuji Projects Pvt Ltd
Rites Re Work
A4 Projects Consultancy
Gaja Engineering Pvt Ltd
Vedansh Infra Services Pvt Ltd
Kanti Prasad Mittal
Coal Mines Associated Traders Pvt Ltd
"TS Wind Power Developers, Pune"
Laxmi Siddharth Transmissions LLP
